"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Latin America & Caribbean","LCN","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","327.998712473008","322.278458904837","318.984806110231","315.470547870852","310.407773575389","307.958733537838","303.326240314303","300.859506409036","298.924221505287","296.483914165071","297.37997077351","288.96258997596","287.010490952606","281.938995181317","278.173731694395","274.919140072201","275.658054531796","272.735237970489","272.573800357523","271.517969472463","268.244191522643","265.2051199765","263.519655019289","257.43767890419","254.050000163926","250.226732159367","244.272597207818","240.891190004578","237.472110580269","236.840675621375","236.746189805257","234.099576761376","231.794645483768","229.617539802431","226.353198119834","224.752171854321","221.401234216216","218.465428852214","215.680579803031","212.512231149968","211.857280954789","210.144686428905","206.631529071629","204.419514116226","201.300218146346","196.70630957409","195.178548271517","193.951215286578","191.781310156827","189.358218684849","191.041705997521","184.864385692471","182.250802700633","178.336841245145","175.289011651049","175.520719577005","177.449594317555","174.88157985063","173.960089719818","171.611754234941","206.889360606058","",
"Least developed countries: UN classification","LDC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","440.181289312108","438.862753377651","433.601274348324","434.948482136322","427.828107228017","429.997841781091","426.444548504492","421.436083530206","417.381865407145","415.649355138093","429.276242185163","547.507781137464","416.346981189623","406.241604184725","405.999991704296","405.679937201949","399.185592765264","392.804050166912","393.904224373849","389.225832919625","383.708261808139","380.588472319415","381.320209239442","391.917861949862","399.815760269089","396.683396169741","392.393441251609","391.595294969026","395.680248522295","380.669065802799","381.026647998349","381.650999078491","380.442826154643","377.121074629251","365.856915856217","361.82363740572","362.593976592547","356.536189446968","361.000342473205","344.103203580162","333.248869583499","331.324432278889","329.72004470485","324.787419232994","320.905424427822","317.428230758052","311.321045383062","308.811369927017","307.251604381283","298.305316997612","294.236568246731","286.355193359144","281.709503602416","279.714042505678","274.475695439967","271.174246471487","265.4848198079","261.392832883834","257.754232424497","254.861967294069","262.308586035678","",
"Low income","LIC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","465.615936438037","464.207710237014","461.862980345669","465.490525086471","457.456179772532","459.948322194574","461.303232847808","454.477390468696","449.372088136351","446.709505667809","442.921392112395","437.176633324912","441.969274566223","428.331471313647","423.09525145096","419.407488217837","413.933636388308","410.465204544359","411.364005070525","406.079365826278","403.420742346207","401.807543209474","406.712582684761","419.23556255507","432.831910332971","427.863798849943","421.73883517811","421.171246594809","426.166331378105","402.30878277998","407.784255855014","402.427732311732","407.707660562054","399.818688811634","386.483487982825","394.619958554651","397.452265244668","392.919304301283","412.362471034984","395.406247965642","372.61725639966","368.268000513823","365.175936965687","353.920478468852","349.984937258691","344.822249005369","334.055173181535","327.784928173266","322.634024428922","315.574728264549","310.132798887646","304.49137887794","306.042233164351","304.834913641053","301.370674061201","299.661257830803","294.306633090841","291.973354623601","289.805025032787","283.026636669109","291.910092673306","",
"Liechtenstein","LIE","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","277.81","273.045","268.729","268.933","268.278","266.497","263.792","263.561","262.799","263.851","240.617","233.087","232.781","233.412","234.989","234.582","234.371","238.723","226.027","229.493","227.165","224.313","221","221.049","222.426","223.065","221.587","228.858","234.288","278.172","233.626","243.051","224.095","210.018","212.863","233.609","229.63","234.565","235.395","223.478","256.844","246.461","238.44","233.176","271.204","220.676","235.468","235.747","256.465","288.336","202.601","200.363","190.533","187.401","179.633","174.89","169.258","167.145","161.052","157.593","152.109","",
"Lower middle income","LMC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","387.913203168225","385.492050540824","381.041688064446","377.4847784403","373.54791581489","396.323051881576","378.01160065856","372.585257654848","363.415271289096","357.726144711031","355.101177172601","385.352053571338","344.633622195017","337.633677080326","333.438517905335","326.112903007363","321.603198966829","317.783855714704","316.126012424857","312.603980943614","308.775380754573","307.080129068611","302.767841527946","297.763570072635","291.326220202398","285.881242896086","281.478028673273","279.161893122214","277.640672049591","274.350169909455","272.806718304139","271.473160661348","269.749113521499","269.266741972786","268.388275958751","267.645008674534","266.661111147693","264.909480414868","261.665218982908","259.033859430724","258.072001962185","256.620297977955","252.633549756703","250.07653505228","248.35157335345","243.836505260396","240.83837012675","239.529730373217","239.426852432","236.513899177386","233.920996246386","230.742938467166","227.877126669163","224.829778390884","218.751262220174","214.659145087564","210.903114349902","208.272031128257","205.865395276602","204.837255627045","214.237548350233","",
"Low & middle income","LMY","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","443.093690345693","416.864268801443","383.871313908569","378.800543809857","372.090701750755","379.436253868637","367.411687034743","361.06463723062","353.253029994129","347.824352567534","342.860217036099","350.44227555472","328.753334447732","320.557833994327","316.363762115961","310.850215053156","305.614407182865","301.352339011083","298.395935731325","294.380721867533","290.856138602194","287.610192590266","283.508790999739","279.597925269041","275.681441377305","269.768741169011","263.194166789774","260.267682336967","258.902120604202","254.823389448207","254.235721817364","251.805448824964","251.263930833026","252.032997517603","250.506838497713","248.704515937026","245.928810346531","242.320646978508","240.833870263371","238.600436447027","236.918492038281","235.124430491585","232.781960181836","230.649498588613","228.655505981493","225.23579063347","221.087172189454","219.027813339244","217.99515467757","213.847212719596","211.415126737141","208.165926200929","205.505590063203","202.656601454158","198.334714498661","192.657080522177","190.441800187248","188.98953620711","185.911447040309","184.114919162748","194.423916037338","",
"Lesotho","LSO","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","449.948","450.426","451.394","452.632","455.639","461.091","457.968","457.696","458.486","453.482","450.484","450.184","444.41","442.216","441.968","439.186","441.387","439.003","436.71","433.061","426.713","416.503","407.817","403.764","398.417","393.775","393.153","399.947","402.293","404.576","410.435","412.26","433.76","443.477","436.254","462.126","492.519","526.815","566.706","600.707","636.149","670.047","700.356","724.949","746.713","756.004","767.861","768.473","758.65","752.694","735.933","711.226","684.938","655.398","623.903","593.377","568.273","546.7","529.304","516.418","504.362","",
"Late-demographic dividend","LTE","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","488.653919318942","438.172967225669","375.518430711622","369.153021585132","359.09990130337","353.303714982187","345.736466448574","339.315034283254","334.828963254859","328.38037777372","319.948111055327","310.225196808453","304.560237649562","294.152303457863","289.881974747634","281.867698401149","275.464107817912","270.097427731614","265.4313458051","260.761489043051","256.868024349045","250.664130876316","245.518387084093","241.687045347568","238.162924171993","232.180541966209","223.592773771826","219.537288213631","216.964250601938","215.439795292513","214.419097830601","210.80690079041","209.254137704022","211.155860682404","211.383022248258","207.754924179817","201.777239788549","195.435658466347","192.113599827099","191.386703897962","191.551081059259","188.918821948652","187.425465825637","184.802356088633","182.509316799335","179.058643689083","173.583895077254","170.335916404286","168.959943799286","163.738186885951","160.769255803403","157.125879468996","154.158794048438","150.663056333072","147.99672006083","135.546931197646","133.845661304397","133.782078142431","129.140191917593","126.652158002191","129.302453582123","",
"Lithuania","LTU","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","218.005","216.1","228.488","217.944","201.364","206.014","213.234","221.833","228.804","237.487","251.242","246.676","251.958","249.018","258.848","263.973","269.733","272.601","278.407","287.507","293.607","292.531","291.409","292.402","301.707","286.043","247.22","255.974","255.817","276.588","287.642","309.779","316.975","361.318","380.859","372.327","340.571","314.156","306.281","296.759","292.937","311.081","304.387","304.451","307.592","331.463","342.046","355.576","326.454","286.847","284.275","272.305","266.341","265.849","250.161","245.418","242.472","212.885","206.93","200.925","","",
"Luxembourg","LUX","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","210.587","212.821","226.097","217.834","236.788","228.225","233.799","219.451","219.518","228.228","236.303","225.368","220.554","213.889","223.327","230.028","218.281","210.04","208.364","196.372","180.124","190.697","204.352","169.732","196.499","175.534","174.454","179.132","171.018","163.423","152.45","167.199","156.659","148.17","150.464","153.442","141.555","129.733","141.474","124.081","127.293","117.736","128.774","121.98","115.72","103.673","112.351","100.688","88.089","92.15","94.074","83.693","89.532","80.788","79.192","72.385","73.837","66.343","67.274","66.112","","",
"Latvia","LVA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","229.75","234.306","236.175","233.178","217.249","232.875","230.76","240.128","262.817","270.013","258.482","268.107","279.094","279.424","288.789","303.838","300.022","301.061","308.96","317.985","318.95","326.567","310.16","317.007","315.81","300.653","261.735","262.386","269.21","291.353","309.934","326.508","354.489","417.217","469.729","439.516","362.426","338.96","353.204","338.192","329.836","339.775","332.094","313.476","309.232","325.304","335.496","323.614","290.728","268.979","263.085","247.424","243.192","242.15","241.36","234.554","229.587","228.584","229.116","210.61","","",
"Macao SAR, China","MAC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","234.929","229.783","224.002","218.384","212.738","207.415","200.511","195.712","191.343","186.142","182.088","177.327","173.479","167.644","163.5","159.075","154.722","150.926","146.347","142.569","137.452","133.273","129.459","126.093","122.235","118.332","114.459","110.809","106.792","102.91","99.069","95.695","93.083","90.566","88.011","85.756","82.543","80.648","80.811","79.265","74.429","74.59","74.366","72.804","71.707","68.988","68.99","67.674","65.599","62.74","65.201","64.519","63.634","61.559","59.338","58.024","56.208","52.729","50.297","49.986","48.424","",
"St. Martin (French part)","MAF","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","218.69","219.878","207.116","197.13","194.861","209.816","198.338","195.589","197.436","188.164","172.683","172.192","173.082","171.122","169.713","167.816","166.126","165.802","164.902","164.363","162.973","160.21","156.29","161.757","159.874","162.469","151.388","149.633","140.658","140.407","137.42","119.136","126.217","124.128","121.857","119.626","117.555","115.401","113.284","111.32","109.388","107.49","105.623","103.788","101.983","100.21","98.466","96.853","95.103","93.442","91.808","94.853","85.358","86.099","76.385","84.043","82.658","85.668","75.545","78.462","77.166","",
"Morocco","MAR","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","491.81","466.247","460.188","454.104","447.347","440.585","434.336","427.569","421.358","415.679","410.312","406.725","400.102","394.817","389.058","382.46","374.613","366.211","357.788","349.075","340.653","332.418","323.316","314.292","305.965","297.48","289.242","281.811","275.265","269.122","262.833","257.141","251.876","247.003","241.868","237.518","231.858","227.469","223.345","219.472","215.306","210.52","205.899","201.454","197.358","192.266","187.725","181.665","175.766","170.334","165.355","160.863","156.66","151.14","145.857","141.134","136.937","133.429","130.373","127.668","130.197","",
"Monaco","MCO","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","344.079","343.131","338.362","332.274","327.342","322.683","323.088","320.118","321.613","319.131","319.719","322.208","323.761","319.009","320.429","322.351","319.265","321.134","322.649","318.448","312.759","305.15","295.276","311.337","312.541","314.504","279.721","272.095","275.613","270.203","282.102","298.744","316.053","312.176","338.168","340.801","355.026","332.421","327.546","330.342","319.773","317.883","316.45","311.342","309.153","308.818","309.39","301.03","294.526","294.039","300.012","303.717","303.644","303.294","303.041","299.509","284.432","270.453","272.06","261.404","271.998","",
"Madagascar","MDG","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","476.828","470.69","465.192","459.774","453.245","449.197","443.675","437.134","432.492","426.951","418.694","416.43","409.492","404.013","399.235","394.888","390.565","387.445","385.035","382.987","381.595","380.9","380.613","380.629","380.741","380.495","379.687","377.902","375.739","371.325","366.883","360.294","353.091","342.823","339.356","337.742","334.81","322.957","314.308","307.586","300.028","292.661","293.35","288.899","286.432","282.37","274.828","274.812","270.313","265.372","266.705","262.061","263.928","264.351","259.267","258.218","251.055","251.676","250.993","245.413","256.518","",
"Maldives","MDV","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","396.981","398.855","398.355","397.074","394.783","390.893","387.89","384.124","379.081","374.951","369.696","360.934","354.569","347.147","338.496","329.913","322.282","313.764","349.739","296.467","288.219","282.39","274.095","267.083","258.593","251.889","244.429","235.721","226.095","218.696","210.976","203.701","196.431","189.333","181.264","170.553","154.321","150.711","148.39","145.354","137.224","124.051","112.429","106.67","113.941","102.988","98.992","92.841","84.195","78.893","73.823","70.285","65.558","63.568","60.851","59.055","57.692","57.845","57.041","56.172","57.86","",
"Middle East & North Africa","MEA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","396.897116234175","397.728619538848","400.669922925717","379.58090008283","372.17097752917","367.361703705634","366.041834712348","365.484613025541","361.883744107103","358.238742106118","348.750478407304","345.830300584683","340.984650882187","342.665455174124","332.499687141924","331.179937002606","327.31748860179","311.71336583619","308.59465223547","296.651039026317","303.337086696104","332.401308455068","332.888000808101","308.822931005685","284.492424813511","277.365946231275","275.831729867464","263.686030126026","261.018360379627","236.738900308229","238.948055161848","221.602965391476","213.407659106052","209.664455744699","211.489218976132","208.012127166493","204.526036157019","202.392582991368","199.594452367576","194.881817921214","191.724191716903","187.225313103471","182.972392608786","187.84028805411","183.609695876747","180.893143714735","182.150596594121","177.687029389463","172.125440212554","165.780973515407","163.949853379953","160.771885004084","162.592899930228","162.899012934558","158.19934087305","154.512216531776","153.799325052073","149.988854409962","145.902606850048","143.150296675456","155.770451371245","",
"Mexico","MEX","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","348.025","340.533","333.288","326.637","320.898","316.346","312.911","310.274","308.118","306.128","304.023","301.935","300.307","299.565","300.118","302.345","305.813","309.389","311.821","311.81","308.129","300.916","291.535","281.324","271.479","263.025","256.298","251.039","246.981","243.855","241.386","239.217","236.907","234.023","230.138","224.863","218.284","210.99","203.555","196.489","190.242","185.129","181.319","178.943","178.132","179.185","181.555","184.932","188.338","190.761","191.092","189.228","186.538","184.452","184.294","187.351","193.592","200.69","205.793","205.773","283.286","",
"Marshall Islands","MHL","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","441.657015938729","413.81074389394","378.806892760955","373.149910768786","366.512024841971","374.172210870175","361.282845282274","354.984783877271","347.013847161201","341.422097963495","336.402069286639","344.860442581822","321.494491733246","313.667560547099","309.533415035986","303.884989745188","298.64529810902","294.334039642977","291.14439153971","287.218794901674","283.678422936748","280.386048754819","275.727658998327","270.762235430249","265.720734724321","259.730703615785","253.116986106018","250.024468844996","248.240297938197","245.396593165909","244.391471338115","242.10675359641","241.094318582525","242.31890207852","241.480682076655","238.924529040541","235.694368401953","232.094998614603","229.115993246986","227.79942422712","227.498330551987","225.803665517206","223.403243949504","221.798561280071","219.833575277099","216.425891830739","212.629159207758","210.743728741629","209.892689974888","205.835446676433","203.505391084126","200.309398674133","197.166301744006","194.060025215604","189.46735577447","183.048429414616","180.941845684943","179.378151498063","175.995334604906","174.443451847762","184.673932376567","",
"North Macedonia","MKD","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","207.299","196.729","202.636","222.036","196.063","191.834","179.153","182.425","179.999","184.018","181.695","179.049","173.999","173.459","171.022","170.269","167.863","163.889","157.041","157.781","163.215","159.472","159.431","167.31","164.285","165.472","158.673","158.838","155.374","155.524","160.891","156.064","164.168","160.322","166.328","164.248","164.371","164.129","161.419","158.863","158.094","161.177","160.18","153.959","148.297","148.46","146.316","146.297","137.234","133.38","130.238","127.652","124.634","114.905","111.829","109.211","105.197","98.377","90.804","88.095","110.334","",
"Mali","MLI","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","540.229","539.956","539.933","535.692","532.768","533.691","531.397","529.88","526.472","524.395","521.138","519.819","508.518","501.75","490.945","480.271","465.296","452.744","439.788","426.946","415.275","411.726","407.781","406.292","404.741","401.126","392.967","386.981","379.779","370.74","362.791","352.065","352.011","355.654","360.191","358.164","358.67","350.617","341.897","334.038","326.82","323.032","316.546","313.651","310.809","309.725","304.723","303.674","303.761","299.599","297.009","296.038","296.724","298.985","292.669","289.451","284.615","284.189","287.255","284.075","312.723","",
"Malta","MLT","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","179.645","174.253","181.706","186.004","174.159","185.53","176.45","169.559","167.987","179.249","176.226","168.336","159.937","151.641","138.545","139.54","137.33","141.697","141.453","141.781","144.048","130.226","145.868","124.079","128.067","132.389","122.95","115.11","114.926","104.582","103.676","105.784","105.294","97.837","91.665","89.945","102.858","93.757","91.646","88.829","98.555","86.163","89.571","87.679","81.886","80.573","82.067","78.692","77.136","75.364","64.021","70.288","66.413","62.594","56.113","53.663","49.224","49.28","49.449","49.162","48.614","",
"Myanmar","MMR","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","450.737","450.677","444.623","441.402","436.741","430.288","420.929","413.783","409.817","409.519","405.79","398.884","394.6","395.115","390.834","386.305","383.048","381.595","380.468","376.264","371.98","366.7","367.414","364.36","364.19","361.063","363.544","360.284","364.279","357.463","358.343","356.054","353.826","353.181","351.461","348.577","341.192","340.106","333.954","335.541","330.338","330.887","325.068","325.562","319.619","316.507","308.957","303.356","331.972","295.141","293.963","288.815","286.794","276.409","275.411","268.881","268.477","267.665","258.437","257.395","251.896","",
"Middle East & North Africa (excluding high income)","MNA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","404.664885315048","399.808290407928","403.370687206243","381.333197841288","373.85371928402","369.278785115999","368.154558852095","368.013606645511","364.776175930332","361.519261041751","357.242365078053","349.695274032788","345.160216335862","347.910017388826","337.95921232885","337.526592126048","334.189454339773","318.369536875961","315.921421641632","304.052741343876","317.01803902132","346.195084715997","348.076807263156","326.523655323555","299.7638038414","292.50490091104","291.529759977414","278.360847467786","276.022257736578","248.854700624071","251.349888056934","231.621300747449","223.341827478776","219.771076316626","222.163790544481","218.591570358059","214.65240601137","212.330484547516","209.82188515973","204.666775713424","201.622846624748","197.614557803728","193.126627948526","199.761330724107","195.258132937252","193.124262810703","195.553451553438","191.63339147634","186.322031806849","180.004817114888","178.959820381764","176.483996633914","179.47141379093","180.370237391824","175.088412442266","171.012982452274","170.663625032341","164.412719813916","159.354456510458","156.084967457656","169.100877927391","",
"Montenegro","MNE","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","233.734","228.293","222.218","214.979","212.481","205.229","197.738","199.587","197.447","201.392","198.06","201.79","193.095","190.604","184.303","184.79","184.261","187.894","192.736","202.128","192.618","196.888","202.301","206.687","186.809","172.129","165.337","158.678","155.247","163.394","173.193","180.8","185.016","182.285","180.915","181.031","182.009","184.448","189.596","187.022","166.942","161.394","167.966","165.463","164.079","166.2","164.747","157.403","151.186","149.495","140.406","143.419","132.634","133.61","132.318","130.19","129.302","129.019","124.39","127.235","135.501","",
"Mongolia","MNG","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","449.191","437.193","425.573","414.922","404.682","398.062","390.779","382.74","375.977","372.137","363.726","352.538","338.851","327.75","316.093","307.218","315.573","315.181","314.979","314.16","314.023","313.839","314.293","312.863","311.332","319.606","326.107","325.151","323.514","322.029","321.347","319.515","319.088","318.068","318.109","317.579","336.587","335.483","322.08","313.749","322.11","339.412","354.679","356.603","353.006","361.864","350.661","345.989","340.232","336.627","331.537","323.322","313.654","305.241","296.525","287.841","281.382","272.812","263.608","254.99","250.018","",
"Northern Mariana Islands","MNP","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","436.136","433.576","430.08","430.561","446.714","446.542","451.116","448.757","448.197","445.848","445.419","445.363","460.373","456.782","440.117","422.184","423.215","423.438","422.04","423.534","423.396","454.115","452.88","452.613","598.561","596.824","583.332","587.053","444.447","441.5","437.264","438.961","437.086","432.918","434.622","439.066","438.554","439.003","441.505","441.459","443.673","445.991","450.487","453.907","456.081","458.416","458.579","460.122","458.462","451.501","448.875","441.539","433.07","420.951","410.274","397.887","384.264","368.919","359.782","347.809","355.094","",
"Mauritania","MRT","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","421.365","413.995","409.612","405.177","396.705","392.287","386.185","381.531","374.189","369.076","368.583","364.895","362.225","359.231","354.121","346.925","343.315","337.861","333.159","326.372","320.668","313.919","307.641","305.249","300.989","299.022","294.717","287.728","281.133","284.539","274.939","272.532","265.936","262.82","266.984","270.285","274.984","268.253","267.603","260.298","254.742","251.402","250.992","251.982","248.751","250.491","247.052","243.801","244.237","238.287","233.596","233.11","229.693","228.601","224.238","223.822","219.675","219.352","215.489","215.025","232.762","",
"Mauritius","MUS","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","452.929","428.22","406.542","389.782","374.714","366.903","368.655","376.844","361.76","346.662","336.483","336.889","337.427","324.225","337.538","337.983","347.177","328.489","316.187","304.3","293.375","276.635","268.885","268.904","271.325","269.587","264.097","258.241","259.635","253.239","246.403","233.739","231.38","232.817","233.171","230.957","234.304","230.318","228.588","219.245","217.068","215.105","215.995","214.017","212.871","212.13","211.024","211.78","209.244","205.024","197.517","192.239","187.628","182.597","180.284","177.845","177.357","177.644","174.708","170.933","198.757","",
"Malawi","MWI","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","454.167","464.392","461.331","460.524","458.087","456.145","455.243","452.991","445.754","440.834","433.756","427.483","420.899","414.562","405.952","403.509","401.623","398.804","394.375","390.54","387.707","386.843","389.47","388.501","392.075","400.916","412.009","425.966","445.846","458.902","473.802","493.653","510.564","530.1","542.11","555.528","567.422","583.905","603.88","593.222","583.218","570.035","558.529","542.796","521.423","501.302","483.72","472.482","460.522","451.467","441.805","435.591","422.928","417.766","414.236","408.396","400.549","393.318","392.518","378.171","384.223","",
"Malaysia","MYS","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","374.144","361.176","345.941","333.993","323.058","310.75","304.319","297.746","293.22","286.129","278.752","271.833","264.795","257.142","249.398","243.196","235.025","233.305","227.358","221.32","216.174","209.448","204.587","201.372","197.548","192.247","192.812","191.064","189.119","187.112","185.218","184.893","186.613","182.881","179.71","178.214","180.217","182.77","186.163","186.307","180.519","174.041","172.247","171.484","170.915","168.842","167.984","168.045","168.806","171.961","169.988","166.613","163.181","161.236","159.003","160.29","157.353","154.334","150.914","147.706","144.397","",
"North America","NAC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","229.660559574984","223.462385233091","226.339620449262","229.780128532567","228.552526456056","229.234771291732","232.630389087424","230.920668680877","236.100827779249","234.78068301783","232.196223719976","227.651310132228","227.688634115504","224.651531120451","216.678831023183","209.964409122001","204.080951773365","200.305964210456","196.694589414289","192.699220102976","191.823772385909","187.106263859843","180.087775054252","176.577652438428","174.32730599939","174.437572812504","174.052379517372","172.071001152584","171.645095856493","170.192409551288","167.437922781936","165.869183476303","163.81743448959","165.471322590164","163.903537349194","161.99475688439","153.462687812772","145.338508174974","141.431259229467","140.639018843828","139.554984421747","139.737337251123","139.524428288096","139.108198459534","135.869808072846","137.094175485026","136.069802505578","133.808499768825","132.003979377829","130.113688946393","127.098631115143","127.066457730094","126.310596632146","126.103655742869","126.690666186394","128.877942552281","132.807462101257","133.56557955285","132.007278783357","131.825534567372","","",
"Namibia","NAM","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","403.742","402.002","395.691","391.887","384.525","380.476","386.218","379.997","375.964","372.413","369.301","365.53","362.233","358.196","357.401","354.724","352.518","350.121","347.34","348.096","434.156","433.34","427.013","422.858","414.652","408.973","403.401","393.026","397.838","321.86","328.21","338.592","353.008","370.573","396.532","426.414","465.726","500.644","533.507","562.005","586.278","601.809","605.937","608.337","609.69","604.191","601.465","590.573","581.899","571.569","560.469","550.465","526.753","505.335","475.479","454.913","436.567","425.564","419.617","409.246","415.244","",
"New Caledonia","NCL","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","397.076","391.737","385.837","378.326","371.124","364.297","356.479","348.268","340.164","332.393","321.342","315.412","308.17","300.493","295.256","295.647","288.598","283.906","276.923","269.469","262.316","255.86","248.484","245.137","231.899","226.126","225.748","225.055","225.656","227.068","221.921","223.308","220.166","213.37","217.246","209.971","208.816","205.562","188.52","181.507","170.306","162.493","159.042","153.544","152.128","150.471","148.82","146.381","144.38","142.134","140.013","135.605","131.106","126.205","128.947","133.68","128.518","123.429","118.786","114.552","110.45","",
"Niger","NER","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","504.472","503.065","501.085","500.437","499.296","498.791","498.144","496.802","497.842","499.345","499.972","511.8","499.329","498.191","491.713","483.986","473.094","460.152","442.39","426.932","411.654","395.358","386.495","376.777","374.764","368.408","360.62","353.542","346.037","342.44","336.77","337.337","333.79","328.315","326.924","317.089","315.047","312.953","313.524","313.29","312.371","314.259","312.844","305.818","301.378","295.811","290.549","285.945","279.829","273.62","266.331","263.941","257.051","254.589","250.698","256.035","248.855","243.116","239.18","238.442","269.44","",
"Nigeria","NGA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","489.09","485.628","484.743","481.926","481.721","475.026","474.872","524.826","504.96","499.123","458.393","445.929","437.265","428.393","421.645","413.386","402.051","395.718","395.88","397.578","402.313","400.431","404.352","402.375","404.25","410.861","415.755","416.561","416.217","414.718","419.692","429.294","432.057","431.705","437.722","441.851","444.379","441.748","435.947","430.326","423.432","419.779","420.191","415.995","413.857","408.494","403.447","401.725","398.158","392.408","389.891","384.258","383.27","381.514","381.987","381.935","376.717","375.885","372.918","370.397","377.226","",
"Nicaragua","NIC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","441.389","431.796","424.108","414.888","403.713","390.304","375.496","361.535","347.694","337.303","330.692","327.767","422.442","327.613","328.456","328.446","327.342","343.575","442.416","562.56","315.864","319.138","315.864","410.211","452.615","455.686","425.5","449.559","364.325","298.251","292.294","275.481","274.486","272.247","268.786","265.953","262.07","258.101","263.042","253.424","253.04","253.967","255.185","255.718","254.654","250.578","243.988","236.501","228.001","220.551","215.099","210.678","207.727","205.393","202.537","198.756","194.048","189.873","187.337","187.874","216.975","",
