"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Euro area","EMU","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","197.007997260076","193.479152788542","197.860319853877","198.723195544738","192.427041948611","193.506130439302","190.121683679628","190.758316470435","190.575422813577","195.574718975185","187.71734518807","189.864899667633","187.906997397605","186.138184141335","185.809991436416","186.20813787335","185.642469970297","181.962779153068","180.291934770247","178.149526990955","176.600747696554","173.448482140191","169.852468807427","170.576118100445","167.396320958309","164.706941020998","160.112945781079","157.090433467045","154.998527194068","154.871013201542","154.963818872012","155.063761772449","152.056353344335","150.260596565051","148.274552684558","145.868133378909","141.453834756358","135.687272958515","132.443193671486","130.332518077753","127.996921979036","125.922512595484","123.731079517756","121.62789391146","116.241656506844","114.597855922969","111.783896311092","109.525155988074","106.535464770009","104.129454544401","101.137740648102","98.2379788916135","95.5839501677788","92.6352354053145","89.3500514075096","89.5817544360039","86.621066238817","84.7876008198631","82.7876540402608","","","",
"Eritrea","ERI","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","523.964","520.465","519.5","517.345","513.43","510.616","507.966","509.266","508.102","503.409","502.092","499.116","497.004","493.861","516.124","537.544","534.693","529.853","522.246","516.661","492.652","486.615","503.668","494.685","488.119","485.289","456.638","466.942","457.194","470.421","428.157","421.04","368.905","362.187","356.281","348.901","343.786","343.812","643.227","772.718","383.152","335.075","329.118","324.867","317.492","310.99","294.28","288.468","282.773","274.319","269.57","263.619","256.558","255.451","250.365","244.416","243.233","239.021","234.181","231.268","234.245","",
"Spain","ESP","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","178.114","172.224","175.85","175.981","170.817","167.692","168.584","167.034","163.38","172.416","164.68","170.39","158.623","162.687","160.711","158.948","157.188","153.285","152.933","149.857","145.031","143.009","138.08","139.023","139.805","141.379","138.158","138.56","142.042","145.002","144.769","146.386","143.36","139.883","137.579","137.928","135.784","125.842","121.282","122.004","118.721","116.551","114.494","113.835","109.517","107.352","103.369","100.531","96.788","92.228","88.989","85.896","83.203","79.558","77.498","76.998","74.537","73.061","72.383","","","",
"Estonia","EST","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","244.737","239.289","235.886","244.936","235.558","231.587","234.206","242.848","246.607","259.218","256.377","260.265","271.554","258.262","261.686","280.77","286.99","283.72","303.158","310.457","303.052","307.545","297.974","306.578","305.903","295.567","260.958","262.271","266.357","271.676","300.013","316.458","323.353","363.257","412.734","390.308","332.11","329.686","342.904","317.751","308.009","325.356","312.834","292.249","288.777","274.185","272.526","276.966","243.48","229.24","203.039","203.78","198.315","169.327","181.112","169.877","168.184","154.542","157.234","147.038","","",
"Ethiopia","ETH","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","475.608","469.276","467.011","461.052","462.094","460.178","485.043","460.775","457.861","458.519","458.137","458.17","472.002","471.764","494.045","501.199","486.796","487.128","488.804","468.214","459.459","453.636","455.967","532.699","530.739","516.718","511.717","433.643","448.943","457.127","475.66","437.691","420.185","415.599","411.947","408.581","400.487","397.302","397.557","427.436","392.511","388.578","391.491","380.221","376.493","374.864","360.798","348.411","336.02","325.346","313.305","300.98","292.922","286.512","280.699","275.376","270.596","262.852","260.701","255.844","263.664","",
"European Union","EUU","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","194.9425611928","191.907250541139","196.625289074856","195.009173625853","189.278043291555","190.207163070766","187.056224497915","190.113910985741","190.159809970947","196.132675822445","190.291506402069","193.48467941384","190.031153810454","190.063626013984","188.77828196792","190.955716717193","192.049907307751","191.18679470917","191.432825007036","190.609981059588","192.657791745571","188.281709917184","185.31157142179","187.958601826409","186.427632129101","185.738230967088","181.947798774842","179.780051369556","177.631632629883","178.986833274332","175.134787956461","176.723106564778","174.139575310514","171.292822458877","169.558581177511","168.007854197074","163.189417531798","158.354345844405","154.663357160728","152.132284818139","147.723433850197","145.021133198353","143.154797072928","141.891780460305","137.882778501885","135.558800405983","132.494444345131","129.777713899563","125.894698855206","122.70468002189","119.07861905366","115.47052887871","112.345627957036","108.259707441198","104.566265105473","104.510871244476","101.173348375712","98.7940288002759","98.8239593682855","","","",
"Fragile and conflict affected situations","FCS","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","424.946641210848","423.818316112677","416.333996855412","416.343595450541","410.59465020628","411.967335756353","412.024625139013","417.66365729774","411.645843180089","411.326703134303","401.458528567332","393.103046008313","394.076335435954","385.301870217023","382.936160933873","385.010193585623","380.87142690883","376.157015623776","378.711801563316","376.770309303151","377.026028655511","378.098313645134","383.134305756742","387.735109389967","396.927726037702","392.595504134696","385.059211827386","386.638948858035","392.386902329277","376.380605078595","380.019445797363","376.97416246325","379.612833558972","376.369008116424","367.031106566017","377.425355045426","378.589913599927","374.994273157147","383.269611312248","375.018705613058","361.795660910659","360.685572035333","357.819216923771","357.293188946242","356.926389791219","354.09069650207","347.123992907672","343.028774195792","339.201158353864","324.414281560047","320.523099522542","311.911328296104","311.88107952265","309.603309294514","308.788163477937","305.205726015355","303.938842184624","300.478313951992","296.305212717048","291.992611390473","301.582834457744","",
"Finland","FIN","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","254.083","255.175","262.441","261.564","258.377","265.116","256.956","257.265","259.429","266.892","253.924","263.342","250.961","244.629","248.947","234.771","235.879","233.883","221.575","215.752","204.126","203.725","195.301","188.479","187.903","189.038","189.024","182.906","188.015","184.473","183.067","175.568","168.724","162.809","154.649","156.228","153.78","150.892","148.682","145.398","144.431","137.82","133.525","134.905","136.514","137.234","132.326","133.39","129.197","123.904","120.426","115.107","107.947","104.734","99.195","94.277","94.954","90.175","89.862","87.722","91.276","",
"Fiji","FJI","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","355.258","354.119","346.812","340.837","335.187","326.885","326.776","320.979","323.087","334.877","333.749","334.45","338.626","356.357","343.453","343.017","344.428","341.182","338.531","329.081","336.461","338.572","340.434","333.133","323.874","312.065","313.107","310.593","308.211","306.043","302.98","301.613","298.177","296.141","294.416","291.993","290.282","288.716","286.851","285.42","294.554","293.133","304.856","293.2","286.732","282.011","275.542","274.774","272.757","269.125","264.011","260.513","256.419","259.781","259.844","270.839","256.585","245.053","242.047","238.493","235.5","",
"France","FRA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","217.036","214.39","219.341","222.354","212.061","217.864","212.846","213.778","213.054","217.929","204.659","208.875","209.243","206.228","204.52","205.232","207.233","201.006","198.331","198.265","195.909","192.75","191.696","190.313","187.453","185.106","181.793","174.992","172.562","171.342","167.565","165.877","163.67","162.367","159.833","156.402","152.142","146.084","143.194","141.157","138.639","138.186","136.68","134.868","126.87","126.589","123.283","120.77","118.248","118.419","115.675","112.591","109.097","105.322","100.472","101.59","97.921","95.442","94.454","","","",
"Faroe Islands","FRO","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","334.521","326.629","318.72","322.395","319.189","314.858","317.652","314.091","310.244","306.825","308.35","303.84","301.87","301.382","300.896","300.268","299.431","300.137","296.052","299.245","290.78","284.362","280.192","266.446","258.216","252.693","250.949","248.362","241.049","238.741","231.753","229.719","229.782","223.449","223.783","214.01","209.125","201.852","198.301","194.769","191.166","180.86","184.607","177.293","175.615","176.283","169.378","171.405","174.365","176.912","176.392","176.524","177.32","177.111","179.812","183.395","183.684","190.702","198.084","207.412","219.922","",
"Gabon","GAB","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","402.961","397.343","392.742","387.553","387.258","377.652","373.328","370.602","366.215","364.182","357.023","352.305","348.336","347.519","343.586","340.495","336.218","331.229","326.931","324.734","320.745","320.826","317.37","311.099","309.388","304.773","299.07","298.675","296.865","293.18","292.782","292.396","285.799","285.637","285.357","287.561","290.725","292.179","287.064","289.73","292.688","288.907","292.417","292.622","290.557","293.051","290.041","290.296","289.413","293.253","285.536","291.846","286.151","287.784","288.782","284.023","278.609","280.328","279.043","269.162","270.109","",
"United Kingdom","GBR","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","186.211","188.075","187.241","189.592","184.218","183.972","184.217","176.861","179.013","182.491","180.28","176.118","179.238","179.114","176.043","171.309","171.754","166.946","168.413","168.58","161.793","157.789","153.708","149.983","145.223","143.619","141.297","137.5","134.77","130.522","129.27","126.785","122.738","122.623","118.108","118.726","116.981","114.328","113.608","112.402","108.445","107.221","105.896","103.807","99.554","97.444","99.258","97.559","96.722","94.258","91.112","87.285","83.932","85.193","83.909","84.586","85.682","84.624","87.147","","","",
"Georgia","GEO","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","322.368","323.565","318.491","316.668","312.748","306.366","309.706","306.573","300.52","299.012","298.332","295.355","290.188","282.531","281.613","278.198","275.99","271.809","268.415","266.786","260.881","260.121","256.35","260.802","258.648","256.234","256.659","257.343","256.412","262.718","262.996","267.726","284.053","292.422","257.483","256.9","256.546","253.223","249.762","248.236","246.438","252.144","250.203","248.519","246.949","244.321","244.422","239.429","253.387","241.07","238.993","235.616","240.062","236.467","228.461","224.903","220.703","217.559","222.556","221.687","231.779","",
"Ghana","GHA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","410.517","406.193","406.498","404.231","406.197","404.116","404.51","406.189","405.374","405.51","403.472","404.824","401.595","398.062","395.366","391.533","387.294","383.962","379.793","378.202","374.068","375.447","371.09","369.516","364.8","364.336","356.149","346.445","340.138","331.854","326.167","321.237","320.05","312.517","322.424","315.288","314.353","312.533","307.457","303.735","303.858","310.299","308.468","304.584","306.01","299.552","296.581","299.038","295.062","294.58","291.312","290.586","292.002","285.68","281.682","281.403","274.45","273.793","274.577","268.562","281.151","",
"Gibraltar","GIB","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","187.409","184.727","184.893","180.847","185.959","186.998","187.02","182.503","177.937","188.651","177.649","172.108","171.777","167.522","166.753","162.628","167.397","160.602","159.849","158.887","153.461","148.368","148.885","144.132","137.64","137.263","131.958","139.295","127.585","135.478","123.253","127.725","132.372","114.244","108.703","122.059","114.875","100.51","93.715","89.094","84.202","82.873","94.649","93.591","84.079","90.028","96.115","110.548","97.557","82.279","88.421","84.339","65.86","90.498","88.398","95.915","76.9","75.122","72.081","69.591","69.334","",
"Guinea","GIN","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","463.43","460.798","460.403","459.064","457.389","454.99","451.48","449.573","444.413","443.769","440.707","437.569","433.636","431.163","429.858","424.972","419.833","418.074","413.579","408.458","403.748","399.453","389.356","385.021","375.996","368.982","362.801","356.698","355.313","353.428","354.245","352.884","346.699","342.355","345.626","338.363","331.861","324.78","314.524","317.842","322.817","330.948","323.098","323.754","324.259","322.853","320.611","319.663","316.592","313.624","312.9","309.62","309.744","303.593","306.27","300.582","286.703","286.215","281.443","280.338","288.494","",
"Gambia, The","GMB","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","483.826","481.333","478.896","475.274","473.51","469.757","465.198","461.828","459.598","456.423","451.081","449.753","446.862","442.805","441.261","438.067","432.684","428.548","433.894","420.983","416.103","476.179","405.859","401.221","398.326","392.836","390.415","384.976","376.963","373.857","368.546","362.582","355.249","348.25","334.88","328.679","324.245","329.693","327.619","328.487","329.7","332.619","334.676","325.99","320.26","320.689","310.774","303.868","293.208","294.197","287.256","278.103","275.341","273.392","277.921","275.021","271.493","275.099","275.69","269.133","292.306","",
"Guinea-Bissau","GNB","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","464.621","461.405","461.563","604.559","601.474","597.227","595.567","593.329","589.713","584.443","582.306","578.035","573.491","570.885","435.558","433.412","429.216","429.394","426.606","422.474","418.827","418.278","414.087","411.444","411.84","408.042","407.35","404.457","398.483","397.961","396.461","395.45","391.788","391.345","399.973","393.644","400.245","430.971","499.843","487.998","427.894","428.466","424.561","421.567","412.834","415.494","402.493","390.184","389.036","381.983","378.484","367.039","358.19","353.169","351.273","345.857","339.359","332.507","331.077","324.474","353.359","",
"Equatorial Guinea","GNQ","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","444.874","443.754","440.256","438.158","438.768","435.66","435.683","433.381","434.251","742.407","740.905","616.742","458.377","457.222","536.261","636.963","778.875","541.599","540.815","568.023","404.018","399.332","396.322","392.789","391.968","390.108","386.89","383.552","382.749","382.254","377.6","376.978","377.054","373.763","372.726","372.045","372.521","368.348","364.076","363.542","359.711","355.21","352.223","347.115","343.786","341.416","336.607","333.55","329.31","328.137","325.384","320.682","316.112","313.154","312.676","308.122","302.471","302.801","296.427","291.035","318.217","",
"Greece","GRC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","191.545","170.524","171.39","167.015","169.775","160.052","157.914","161.842","161.837","157.668","151.31","148.655","152.66","150.483","144.323","146.54","145.48","146.077","139.125","136.817","138.439","133.836","131.095","128.467","125.981","121.673","118.548","121.034","115.48","115.247","114.09","113.841","115.786","112.428","111.82","112.661","112.957","109.427","111.2","111.488","112.969","109.558","109.411","110.006","109.06","108.017","106.785","108.105","104.359","103.61","99.991","100.439","101.511","95.259","93.78","95.382","89.747","91.658","86.587","86.395","93.517","",
"Grenada","GRD","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","312.176","302.4","291.06","275.916","272.902","282.767","281.535","286.752","271.475","266.833","261.896","257.544","252.81","246.468","241.368","235.613","236.11","246.522","244.714","242.346","240.751","239.834","237.45","414.39","232.92","230.618","231.168","227.143","224.63","221.054","217.658","213.92","209.444","206.188","205.044","202.568","200.389","197.776","195.425","193.264","192.935","188.543","188.656","193.334","204.71","194.757","193.856","186.013","178.013","173.414","171.448","168.122","170.93","167.679","169.917","167.442","168.029","164.607","161.321","157.885","154.437","",
"Greenland","GRL","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271.903858581226","280.944456001664","273.811994189666","261.031696706029","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","402.476","393.246","387.084","384.133","384.567","394.395","406.842","412.642","420.196","427.474","415.281","397.227","377.127","348.97","336.106","332.452","419.94","344.973","363.344","373.451","396.253","420.248","560.604","342.115","324.242","315.525","311.109","302.604","298.105","302.556","312.104","320.567","326.965","323.593","324.966","322.538","314.24","305.957","297.976","289.805","284.75","282.369","281.718","281.47","280.701","279.826","273.525","267.44","260.833","253.68","247.396","241.778","236.832","232.777","229.433","227.288","223.826","220.571","216.988","210.311","239.504","",
"Guam","GUM","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","357.992","347.677","338.814","329.245","319.921","323.076","327.2","317.626","310.095","300.768","300.54","292.102","292.931","286.325","283.083","272.595","265.753","255.672","246.2","231.947","228.21","226.146","223.203","220.585","218.179","215.506","213.267","210.948","208.015","205.437","198.751","203.456","201.795","199.123","200.277","199.279","202.313","201.758","200.581","197.246","195.377","188.223","186.736","177.489","172.137","173.06","177.017","179.117","180.924","184.655","190.723","195.315","195.783","193.86","193.571","193.633","188.827","184.151","179.411","174.733","171.021","",
"Guyana","GUY","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","393.676","388.617","382.238","377.426","373.37","369.614","366.486","363.744","361.203","358.749","357.158","355.25","353.595","352.224","350.461","349.055","347.387","346.467","345.294","344.53","344.256","343.866","344.289","344.388","344.772","347.155","347.383","347.375","346.862","346.241","344.962","342.78","344.78","339.011","337.569","346.416","350.653","353.331","345.136","340.165","338.359","335.609","337.063","341.538","339.456","335.547","327.644","318.52","319.177","314.545","312.097","308.601","305.093","301.917","292.555","287.822","286.457","283.129","280.299","275.732","284.375","",
"High income","HIC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","217.81935740606","214.147359816392","216.328610685441","216.188216443117","211.601823826325","211.06095963567","209.479561139014","207.94542419037","209.533920636106","211.410159037463","208.114972176685","206.234998363887","204.717220515296","202.799210800775","198.276992388881","195.830841817379","193.833672558866","191.781921117166","190.261151091744","187.189323260523","187.301723450706","181.931860907383","178.046595630656","178.253143346107","174.905337431441","173.461585133121","170.75024140479","168.188549534465","166.361302480046","165.396527191077","162.633911788257","161.815190211186","158.975462183605","157.48093218936","155.45151430457","154.130600021488","149.015246730905","143.72591088935","140.791766828988","138.993213081811","135.595302084418","133.34160240555","131.63824560236","130.678835235689","127.167545848609","125.851451468338","123.487750629035","121.009377097941","118.229013849095","115.553055891605","112.365721196357","110.115824497194","107.409439709779","105.245701360102","103.406352956965","103.526352685963","102.992078426531","101.945057958377","102.201450244148","107.41506674142","","",
"Hong Kong SAR, China","HKG","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","289.019","278.106","271.217","265.673","252.487","236.62","233.06","225.357","219.57","218.395","214.823","206.762","199.198","190.609","179.428","175.429","171.965","177.843","172.557","165.526","152.083","144.35","140.933","137.24","133.284","125.96","124.015","122.015","121.579","118.92","116.992","113.765","110.664","108.238","104.256","100.748","97.499","95.32","92.087","90.731","87.767","85.26","84.3","84.79","82.886","79.809","78.423","76.959","76.105","74.298","71.534","69.756","67.389","65.466","63.1","61.269","59.847","57.845","55.832","54.412","52.867","",
"Honduras","HND","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","392.023","388.571","377.234","373.446","372.211","364.229","358.474","355.037","345.74","342.77","339.136","335.326","329.673","348.394","342.461","307.086","301.029","295.36","289.113","284.536","279.783","274.638","273.158","267.776","263.712","258.946","253.769","252.5","249.239","244.801","242.283","236.157","235.919","231.722","229.446","221.717","219.715","213.399","239.788","205.942","204.301","202.7","194.425","194.325","194.769","186.628","186.678","185.871","186.888","180.686","181.202","179.382","177.192","176.103","169.177","168.72","168.372","167.817","167.327","167.375","185.81","",
"Heavily indebted poor countries (HIPC)","HPC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","473.253755173154","471.582492294705","457.900903691589","459.976386937273","456.167175906027","456.315692126317","455.902295834267","449.765344960513","445.571243647058","443.745790014052","440.471521071723","437.949445063987","442.801559056015","430.07435825352","428.195764662796","424.638174515056","419.423975909835","415.982962969024","418.452702303925","414.657810825822","409.303686980257","406.648793005779","408.045820728343","424.228426602397","436.774241057691","433.012776423662","424.20429127405","424.597709754578","429.29213629315","410.614729421735","416.378751066738","413.07138424307","417.438779721314","411.298449557562","403.538125790737","401.392343553576","404.101733307705","401.708900240614","415.724960557625","404.026941137766","385.077290995871","382.126556133358","379.184862762343","373.650786265383","369.622979642596","363.596639112933","353.567670706086","348.01780436211","342.365630268176","334.469094417913","332.037309108131","321.316810685858","315.234420598469","310.233284866314","304.480430872373","299.85145758711","293.802326361237","290.165692952257","287.017263425101","282.755877871337","294.900504546338","",
"Croatia","HRV","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","238.047","231.563","230.957","227.541","225.443","221.63","219.422","223.625","225.794","227.31","229.377","226.908","225.655","222.015","220.334","217.216","217.97","220.397","224.32","228.065","236.517","240.224","245.946","260.748","240.94","230.774","222.978","222.423","218.701","215.431","212.355","267.79","210.759","200.271","189.56","204.88","186.869","187.982","188.877","186.985","178.283","176.632","176.413","177.677","166.015","166.393","158.655","159.698","155.357","149.715","142.919","135.598","133.857","125.021","119.722","121.652","112.71","110.411","106.448","99.528","104.715","",
"Haiti","HTI","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","412.657","407.8","404.322","413.98","396.601","394.025","391.359","386.484","383.269","379.331","375.516","374.025","374.863","376.813","378.772","380.725","379.98","381.35","383.888","382.924","379.932","379.214","378.86","377.108","376.395","377.016","377.457","373.324","370.347","374.05","372.099","375.215","368.62","362.879","357.136","349.209","343.294","341.167","334.035","323.955","321.552","324.204","321.858","313.46","321.466","305.535","303.439","299.069","296.519","292.412","501.256","299.163","289.88","288.287","285.009","282.932","283.233","279.025","278.779","279.393","282.028","",
"Hungary","HUN","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","188.825","180.848","189.925","186.217","181.449","182.621","176.357","184.688","190.728","193.371","199.399","207.104","202.01","202.101","208.94","213.849","215.935","222.5","239.469","246.615","263.226","271.782","270.435","288.808","291.369","291.392","289.983","283.412","278.613","298.822","305.087","306.528","325.073","328.648","326.483","317.913","296.354","287.483","292.771","290.064","271.44","260.615","259.032","257.047","252.792","256.342","249.886","245.63","233.087","228.461","218.943","206.225","195.724","182.243","179.963","177.627","172.279","168.058","166.734","159.172","164.516","",
"IBRD only","IBD","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","438.526228215276","408.660541805788","372.169166738291","366.221914081543","359.312813229427","368.165233540161","355.075885082759","347.861238254082","340.230683840693","334.992690971981","328.738194344161","320.331263131115","314.751055256725","306.734312408635","301.8186867541","296.074558037667","291.1978682528","287.159878053175","283.873337761999","279.816400783375","277.396398536861","273.950865872348","268.856412748469","263.879784525098","258.44493598406","251.972473759455","244.622211439508","240.977360290516","238.704259947341","235.854341154434","234.863200355697","231.610246770032","230.367024500506","231.001347326058","229.870626457355","226.725723816741","222.894198781987","218.808587224722","216.387507633831","216.145111765599","215.505067294285","213.614690063647","210.916228890296","209.436159155772","207.462170755129","203.464946106869","199.789067379042","197.360253850036","196.257497458981","192.495127353351","190.129280389579","187.241937859807","183.890502892941","180.382071619443","175.339926190894","167.96690180267","166.240931285323","164.774981493971","161.437684562399","159.66219029957","170.160647327361","",
"IDA & IBRD total","IBT","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","437.299268373768","411.693591185007","379.78310280853","374.695000221196","367.873420638443","375.028442434489","363.257873110753","357.291618728735","349.666745218034","344.630716931577","339.657661104544","347.263694918074","326.001046747411","318.09153688465","313.739152233797","308.535110594501","303.637846044682","299.615272292793","296.871539614626","292.965690393502","289.779595434408","286.353560354036","282.327395331067","278.704987711565","274.945363197007","269.221164673661","262.689320154969","259.826766775836","258.510957183184","254.697243202439","254.184181937031","251.991764109525","251.367445196734","252.025426902568","250.37292657072","248.23790273642","245.457167911833","241.84095181905","240.292539180586","238.074633849237","236.231443593345","234.528707769157","232.129199121798","230.500692572525","228.517405228294","225.064652086604","220.935641491496","218.85596278466","217.840017969371","213.684129981511","211.226671985818","207.94691734048","205.307778150119","202.407747126165","198.08907476685","192.400627574938","190.243844433526","188.744583097055","185.711038452328","183.878669940945","194.380055921528","",
"IDA total","IDA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","431.024914977119","427.032057890882","418.051738776321","417.14406597457","410.67395434119","409.341296872646","404.21208381748","404.586007671921","397.072178325926","393.124900605026","394.745806712676","483.933510699976","383.408469063286","376.122869238643","374.513705234191","371.834356522017","366.597198273537","362.538538775418","362.651283836865","359.570864029204","352.433520118539","349.011467132081","350.180844484778","353.18110743106","357.719936538638","355.532875102541","352.800089554478","353.444348407279","356.412715297913","347.266434459515","348.377481182538","350.553583397208","351.975938051309","351.646239013248","346.437277415072","347.964777207454","349.042683582841","346.692766660711","348.13551386325","336.028352275111","327.830117187949","325.999010294112","323.996783088141","320.850895356048","317.968288181691","315.965955676606","308.982165761227","307.291467801001","305.602044410835","298.783143496122","294.773834235197","288.769855587048","287.794391835296","286.192787085403","282.702228653285","279.358965100244","274.448371177641","271.460401542988","267.883610191416","264.216541222026","272.572119732344","",
"IDA blend","IDB","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","424.376703855238","418.494753666588","401.370834764484","396.314147405416","390.665100031848","382.841652768481","374.252053716867","385.26814652757","371.003288792521","362.834090009056","341.788080281929","390.041390996956","332.335547912532","328.448708852507","327.992734683228","324.041447854788","321.700550848018","321.964164672983","320.46184153623","318.751081204047","311.808767954043","305.922428725052","305.363520744334","301.492432449066","300.966996359604","300.094697659901","301.027259567141","306.689413526563","309.314032088654","309.379498338242","311.965049780501","315.404483976934","318.993697053225","324.114875156645","329.650631853864","338.45218525825","339.917256067012","344.395171957793","341.62643137443","337.659131387554","331.855330508355","330.999637777524","327.351765969095","325.41458423605","324.019881247506","325.045471020127","316.555395253294","316.686149883866","314.979090210714","311.209144823425","307.000391666321","302.650295929008","301.413165170251","298.286668351628","298.133736843952","296.229745285088","293.303668153919","291.798498709241","290.309569948148","287.184791483917","297.024550106482","",
"Indonesia","IDN","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","400.182","392.065","380.677","377.087","371.672","564.481","409.419","356.269","352.419","344.736","338.992","334.619","325.437","319.581","313.607","309.146","305.162","300.189","293.89","284.348","276.635","270.976","261.676","258.524","250.426","242.483","240.499","237.941","241.716","237.41","233.257","228.746","221.945","221.588","217.88","216.102","218.659","217.115","214.953","219.709","214.959","216.339","208.586","211.662","227.47","209.773","211.833","206.339","208.296","209.654","205.065","204.679","205.062","206.261","200.078","199.15","199.765","199.216","193.961","192.873","219.64","",
"IDA only","IDX","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","434.196279873414","431.098265902486","425.980713189238","427.027222007189","420.145040556155","421.850152994189","418.319867723677","413.65994292407","409.287784893438","407.299428050108","419.537783337772","528.077197966488","407.526401493962","398.675807406877","396.562850966473","394.574411720362","388.082000829864","382.069117371834","383.044700309891","379.403967193784","372.473354725004","370.657715925928","372.909230737826","379.438716354383","386.518448749428","383.707628840642","379.204339935022","377.369416560148","380.597348172363","366.776493205766","367.185188260274","368.747402123174","368.983894417236","365.77615985735","355.040195112467","352.840381334866","353.734085687254","347.878452238785","351.506232799754","335.181421980374","325.728580334387","323.374494862937","322.235398252146","318.458865769876","314.796569224906","311.208461834174","305.015076635348","302.367054618993","300.678295740086","292.245156326014","288.329052942657","281.45238366653","280.6300602888","279.844794158096","274.622944626482","270.570268644197","264.705038975354","261.027904710572","256.443847606038","252.562102579105","260.219258905051","",
"Isle of Man","IMN","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","271.236","281.213","273.382","282.871","268.876","267.059","262.869","255.416","259.034","264.204","258.542","255.388","261.506","247.672","255.04","243.992","240.705","240.087","236.78","232.336","228.16","219.761","219.363","212.614","210.961","214.927","205.875","201.503","194.883","197.86","188.642","187.759","175.307","175.066","164.829","162.18","157.821","161.389","138.228","152.694","141.623","127.746","132.849","116.554","115.291","108.716","97.784","92.922","102.912","100.535","98.123","95.842","94.566","93.384","86.002","94.464","83.696","82.565","81.449","80.347","82.1","",
